speaker_id,utterance_count,valid_readable_wav_count,invalid_wav_count,zero_frame_count,duration_seconds,provenance_classes,exact_duplicate_file_count,candidate_source_group_count,positive_pair_support_status
2154,190,190,0,0,570.0,part,0,190,at_least_two_nonzero_readable
2155,88,88,0,0,264.0,part,0,88,at_least_two_nonzero_readable
2156,256,256,0,0,768.0,part,0,256,at_least_two_nonzero_readable
2157,25,25,0,0,75.0,part,0,25,at_least_two_nonzero_readable
2158,134,134,0,0,402.0,part,0,134,at_least_two_nonzero_readable
2159,12,12,0,0,36.0,part,0,12,at_least_two_nonzero_readable
2160,8,8,0,0,24.0,part,0,8,at_least_two_nonzero_readable
2161,11,11,0,0,33.0,part,0,11,at_least_two_nonzero_readable
2162,114,114,0,0,342.0,part,0,114,at_least_two_nonzero_readable
2163,7,7,0,0,21.0,part,0,7,at_least_two_nonzero_readable
2164,389,389,0,0,1167.0,part,0,389,at_least_two_nonzero_readable
2165,34,34,0,0,102.0,part,0,34,at_least_two_nonzero_readable
2166,8,8,0,0,24.0,part,0,8,at_least_two_nonzero_readable
2167,9,9,0,0,27.0,part,0,9,at_least_two_nonzero_readable
2168,155,155,0,0,465.0,part,0,155,at_least_two_nonzero_readable
2169,6,6,0,0,18.0,part,0,6,at_least_two_nonzero_readable
2170,118,118,0,0,354.0,part,0,118,at_least_two_nonzero_readable
2171,15,15,0,0,45.0,part,0,15,at_least_two_nonzero_readable
2172,188,188,0,0,564.0,part,0,188,at_least_two_nonzero_readable
2173,17,17,0,0,51.0,part,0,17,at_least_two_nonzero_readable
2174,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2175,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2176,32,32,0,0,96.0,part,0,32,at_least_two_nonzero_readable
2177,11,11,0,0,33.0,part,0,11,at_least_two_nonzero_readable
2178,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2180,38,38,0,0,114.0,part,0,38,at_least_two_nonzero_readable
2181,22,22,0,0,66.0,part,0,22,at_least_two_nonzero_readable
2182,6,6,0,0,18.0,part,0,6,at_least_two_nonzero_readable
2183,6,6,0,0,18.0,part,0,6,at_least_two_nonzero_readable
2184,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2185,9,9,0,0,27.0,part,0,9,at_least_two_nonzero_readable
2186,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2187,10,10,0,0,30.0,part,0,10,at_least_two_nonzero_readable
2188,14,14,0,0,42.0,part,0,14,at_least_two_nonzero_readable
2189,76,76,0,0,228.0,part,0,76,at_least_two_nonzero_readable
2190,53,53,0,0,159.0,part,0,53,at_least_two_nonzero_readable
2191,33,33,0,0,99.0,part,0,33,at_least_two_nonzero_readable
2192,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2193,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2194,20,20,0,0,60.0,part,0,20,at_least_two_nonzero_readable
2195,11,11,0,0,33.0,part,0,11,at_least_two_nonzero_readable
2196,6,6,0,0,18.0,part,0,6,at_least_two_nonzero_readable
2197,22,22,0,0,66.0,part,0,22,at_least_two_nonzero_readable
2198,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2199,121,121,0,0,363.0,part,0,121,at_least_two_nonzero_readable
2200,13,13,0,0,39.0,part,0,13,at_least_two_nonzero_readable
2201,269,269,0,0,807.0,part,0,269,at_least_two_nonzero_readable
2202,13,13,0,0,39.0,part,0,13,at_least_two_nonzero_readable
2203,19,19,0,0,57.0,part,0,19,at_least_two_nonzero_readable
2204,15,15,0,0,45.0,part,0,15,at_least_two_nonzero_readable
2205,3,3,0,0,9.0,part,0,3,at_least_two_nonzero_readable
2206,73,73,0,0,219.0,part,0,73,at_least_two_nonzero_readable
2207,41,41,0,0,123.0,part,0,41,at_least_two_nonzero_readable
2208,6,6,0,0,18.0,part,0,6,at_least_two_nonzero_readable
2209,8,8,0,0,24.0,part,0,8,at_least_two_nonzero_readable
2210,17,17,0,0,51.0,part,0,17,at_least_two_nonzero_readable
2211,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2212,15,15,0,0,45.0,part,0,15,at_least_two_nonzero_readable
2213,12,12,0,0,36.0,part,0,12,at_least_two_nonzero_readable
2214,34,34,0,0,102.0,part,0,34,at_least_two_nonzero_readable
2215,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2216,8,8,0,0,24.0,part,0,8,at_least_two_nonzero_readable
2217,35,35,0,0,105.0,part,0,35,at_least_two_nonzero_readable
2218,62,62,0,0,186.0,part,0,62,at_least_two_nonzero_readable
2219,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2220,219,219,0,0,657.0,part,0,219,at_least_two_nonzero_readable
2221,104,104,0,0,312.0,part,0,104,at_least_two_nonzero_readable
2222,52,52,0,0,156.0,part,0,52,at_least_two_nonzero_readable
2223,54,54,0,0,162.0,part,0,54,at_least_two_nonzero_readable
2224,211,211,0,0,633.0,part,0,211,at_least_two_nonzero_readable
2225,5,5,0,0,15.0,part,0,5,at_least_two_nonzero_readable
2226,3,3,0,0,9.0,part,0,3,at_least_two_nonzero_readable
2227,3,3,0,0,9.0,part,0,3,at_least_two_nonzero_readable
2228,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2229,3,3,0,0,9.0,part,0,3,at_least_two_nonzero_readable
2230,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2231,5,5,0,0,15.0,part,0,5,at_least_two_nonzero_readable
2232,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2233,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2234,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2235,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2236,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2237,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2238,3,3,0,0,9.0,part,0,3,at_least_two_nonzero_readable
2239,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2240,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2241,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2242,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2243,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2244,3,3,0,0,9.0,part,0,3,at_least_two_nonzero_readable
2245,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2246,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2247,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2248,3,3,0,0,9.0,part,0,3,at_least_two_nonzero_readable
2249,93,93,0,0,279.0,part,0,93,at_least_two_nonzero_readable
2250,160,160,0,0,480.0,part,0,160,at_least_two_nonzero_readable
2251,50,50,0,0,150.0,part,0,50,at_least_two_nonzero_readable
2252,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2253,45,45,0,0,135.0,part,0,45,at_least_two_nonzero_readable
2254,104,104,0,0,312.0,part,0,104,at_least_two_nonzero_readable
2255,2,2,0,0,6.0,part,0,2,at_least_two_nonzero_readable
2256,127,127,0,0,381.0,part,0,127,at_least_two_nonzero_readable
2257,9,9,0,0,27.0,part,0,9,at_least_two_nonzero_readable
2258,4,4,0,0,12.0,part,0,4,at_least_two_nonzero_readable
2259,21,21,0,0,63.0,part,0,21,at_least_two_nonzero_readable
2260,81,81,0,0,243.0,part,0,81,at_least_two_nonzero_readable
2261,28,28,0,0,84.0,part,0,28,at_least_two_nonzero_readable
2262,10,10,0,0,30.0,part,0,10,at_least_two_nonzero_readable
2263,9,9,0,0,27.0,part,0,9,at_least_two_nonzero_readable
2264,14,14,0,0,42.0,part,0,14,at_least_two_nonzero_readable
2265,99,99,0,0,297.0,part,0,99,at_least_two_nonzero_readable
2266,14,14,0,0,42.0,part,0,14,at_least_two_nonzero_readable
2267,3,3,0,0,9.0,part,0,3,at_least_two_nonzero_readable
2268,18,18,0,0,54.0,part,0,18,at_least_two_nonzero_readable
2269,40,40,0,0,120.0,part,0,40,at_least_two_nonzero_readable
2270,8,8,0,0,24.0,part,0,8,at_least_two_nonzero_readable
2271,81,81,0,0,243.0,part,0,81,at_least_two_nonzero_readable
2272,17,17,0,0,51.0,part,0,17,at_least_two_nonzero_readable
2273,42,42,0,0,126.0,part,0,42,at_least_two_nonzero_readable
2274,96,96,0,0,288.0,part,0,96,at_least_two_nonzero_readable
2275,7,7,0,0,21.0,part,0,7,at_least_two_nonzero_readable
2276,77,77,0,0,231.0,part,0,77,at_least_two_nonzero_readable
2277,50,50,0,0,150.0,part,0,50,at_least_two_nonzero_readable
2278,40,40,0,0,120.0,part,0,40,at_least_two_nonzero_readable
2279,9,9,0,0,27.0,part,0,9,at_least_two_nonzero_readable
2280,43,43,0,0,129.0,part,0,43,at_least_two_nonzero_readable
2281,34,34,0,0,102.0,part,0,34,at_least_two_nonzero_readable
2282,27,27,0,0,81.0,part,0,27,at_least_two_nonzero_readable
2283,22,22,0,0,66.0,part,0,22,at_least_two_nonzero_readable
2284,10,10,0,0,30.0,part,0,10,at_least_two_nonzero_readable
2385,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2388,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2437,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2439,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2444,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2487,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2490,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2491,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2493,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
2495,1,1,0,0,3.0,part,0,1,fewer_than_two_nonzero_readable
